БО;Номер послуги;МВП (підрозділ);ТМЦ;Зарплата бригади;ЄСВ_Зарплата бригади;Відрядження Добові_Бригади;Відрядження Проїзд_Бригади;Відрядження Проживання_Бригади;А-92_А/транспорт;А-95 А/транспорт;ДП А/транспорт;Газ_А/транспорт;Автомастила_А/транспорт;Зарплата водіїв;ЄСВ_зарплата водіїв;Амортизація_А/транспорт;Відрядження Добові_Водії;Відрядження Проживання_Водії;Повірка приладів обліку;Інші;Ремонт підр.спос.;Загальновиробничі витрати;АКТ/Особовий рахунок;№ договора (тільки для приєднання);Нормативні кошторисні трудовитрати бригади, люд-год. ;Нормативні кошторисні трудовитрати водіїв, люд-год. 
CK01;2300000248;CK0120282;0;81,35;17,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109,11;00007283;;1;0,48
CK01;2300000248;CK0120282;0;81,35;17,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109,11;00007284;;1;0,48
CK01;2300000248;CK0120282;0;81,35;17,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109,11;00007343;;1;0,48
CK01;2300000248;CK0120282;0;81,35;17,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109,11;00007377;;1;0,48
CK01;2300000248;CK0120282;0;81,35;17,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109,11;00007389;;1;0,48
CK01;2300000248;CK0120282;0;81,35;17,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109,11;00007406;;1;0,48
CK01;2300000248;CK0120241;0;81,35;17,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109,11;00007423;;1;0,48
CK01;2300000248;CK0120241;0;81,35;17,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109,11;00007436;;1;0,48
CK01;2300000248;CK0120241;0;81,35;17,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109,11;00007437;;1;0,48
CK01;2300000248;CK0120241;0;81,35;17,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109,11;00007438;;1;0,48
CK01;2300000248;CK0120282;0;81,35;17,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109,11;00007494;;1;0,48
CK01;2300000248;CK0120282;0;81,35;17,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109,11;00007495;;1;0,48
CK01;2300000248;CK0120282;0;81,35;17,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109,11;00007497;;1;0,48
CK01;2300000229;CK0120282;0;1631,07;358,83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;00006832;;18,66;0
CK01;2300000380;CK0120282;0;0;0;0;0;0;16,18;0;0;0;3,07;520,19;114,44;53;0;0;0;0;0;11;00006832;;0;5,29
CK01;2300000229;CK0120282;0;862,09;189,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;00006842;;9,33;0
CK01;2300000380;CK0120282;0;0;0;0;0;0;70,13;0;0;0;3,24;549,2;120,82;55,95;0;0;0;0;0;5;00006842;;0;5,29
CK01;2300000248;CK0120282;0;490,09;107,82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;634,46;00006841;;5,8;0
CK01;2300000380;CK0120282;0;0;0;0;0;0;16,18;0;0;0;0,63;107,32;23,61;10,94;0;0;0;0;0;647;00006841;;0;1,02
CK01;2300000248;CK0120282;0;236,53;52,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;317,23;00006848;;2,9;1,02
CK01;2300000248;CK0120282;0;340,6;74,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;317,23;00006951;;2,9;0
CK01;2300000380;CK0120282;0;0;0;0;0;0;98,9;0;0;0;0,89;151,8;33,4;15,47;0;0;0;0;0;324;00006951;;0;1,02
CK01;2300000248;CK0120282;0;982,04;216,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;634,46;00007470;;5,8;0
CK01;2300000380;CK0120282;0;0;0;0;0;0;483,72;0;0;0;2,11;358,72;78,92;36,55;0;0;0;0;0;647;00007470;;0;1,02
CK01;2300000150;CK0120244;0;81,52;17,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79,14;00007372;;0,73;0
CK01;2300000380;CK0120244;0;0;0;0;0;0;38,84;0;0;0;0,39;55,11;12,12;11,43;0;0;0;0;0;31;00007372;;0;0,39
CK01;2300000150;CK0120244;0;81,52;17,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79,14;00007373;;0,73;0
CK01;2300000380;CK0120244;0;0;0;0;0;0;38,84;0;0;0;0,39;55,11;12,12;11,43;0;0;0;0;0;31;00007373;;0;0,39
CK01;2300000150;CK0120244;0;81,52;17,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79,14;00007376;;0,73;0
CK01;2300000380;CK0120244;0;0;0;0;0;0;38,84;0;0;0;0,39;55,11;12,12;11,43;0;0;0;0;0;31;00007376;;0;0,39
